year,month,date_of_month,day_of_week,births,date
2004,5,12,3,12989,5/12/2004
2004,5,13,4,12373,5/13/2004
2004,5,14,5,12688,5/14/2004
2004,5,15,6,8498,5/15/2004
2004,5,16,7,7614,5/16/2004
2004,5,17,1,12172,5/17/2004
2004,5,18,2,13294,5/18/2004
2004,5,19,3,12576,5/19/2004
2004,5,20,4,13036,5/20/2004
2004,5,21,5,12625,5/21/2004
2004,5,22,6,8614,5/22/2004
2004,5,23,7,7628,5/23/2004
2004,5,24,1,12341,5/24/2004
2004,5,25,2,13451,5/25/2004
2004,5,26,3,12891,5/26/2004
2004,5,27,4,13470,5/27/2004
2004,5,28,5,12941,5/28/2004
2004,5,29,6,8720,5/29/2004
2004,5,30,7,7511,5/30/2004
2004,5,31,1,7869,5/31/2004
2004,6,1,2,12440,6/1/2004
2004,6,2,3,13785,6/2/2004
2004,6,3,4,13644,6/3/2004
2004,6,4,5,13059,6/4/2004
2004,6,5,6,8706,6/5/2004
2004,6,6,7,7451,6/6/2004
2004,6,7,1,12173,6/7/2004
2004,6,8,2,13339,6/8/2004
2004,6,9,3,12806,6/9/2004
2004,6,10,4,13141,6/10/2004
2004,6,11,5,12691,6/11/2004
2004,6,12,6,8581,6/12/2004
2004,6,13,7,7649,6/13/2004
2004,6,14,1,12200,6/14/2004
2004,6,15,2,13317,6/15/2004
2004,6,16,3,13141,6/16/2004
2004,6,17,4,13165,6/17/2004
2004,6,18,5,12785,6/18/2004
2004,6,19,6,8492,6/19/2004
2004,6,20,7,7629,6/20/2004
2004,6,21,1,12093,6/21/2004
2004,6,22,2,13237,6/22/2004
2004,6,23,3,13096,6/23/2004
2004,6,24,4,13267,6/24/2004
2004,6,25,5,13074,6/25/2004
2004,6,26,6,8786,6/26/2004
2004,6,27,7,7715,6/27/2004
2004,6,28,1,12383,6/28/2004
2004,6,29,2,13587,6/29/2004
2004,6,30,3,13444,6/30/2004
2004,7,1,4,13887,7/1/2004
2004,7,2,5,13271,7/2/2004
2004,7,3,6,8900,7/3/2004
2004,7,4,7,7820,7/4/2004
2004,7,5,1,8978,7/5/2004
2004,7,6,2,13221,7/6/2004
2004,7,7,3,14496,7/7/2004
2004,7,8,4,14056,7/8/2004
2004,7,9,5,13874,7/9/2004
2004,7,10,6,9040,7/10/2004
2004,7,11,7,7862,7/11/2004
2004,7,12,1,12621,7/12/2004
2004,7,13,2,13214,7/13/2004
2004,7,14,3,13610,7/14/2004
2004,7,15,4,13601,7/15/2004
2004,7,16,5,13411,7/16/2004
2004,7,17,6,9067,7/17/2004
2004,7,18,7,7797,7/18/2004
2004,7,19,1,12286,7/19/2004
2004,7,20,2,13804,7/20/2004
2004,7,21,3,13370,7/21/2004
2004,7,22,4,13574,7/22/2004
2004,7,23,5,12974,7/23/2004
2004,7,24,6,9046,7/24/2004
2004,7,25,7,7549,7/25/2004
2004,7,26,1,12266,7/26/2004
2004,7,27,2,13454,7/27/2004
2004,7,28,3,13258,7/28/2004
2004,7,29,4,13281,7/29/2004
2004,7,30,5,12934,7/30/2004
2004,7,31,6,8858,7/31/2004
2004,8,1,7,7837,8/1/2004
2004,8,2,1,12428,8/2/2004
2004,8,3,2,13249,8/3/2004
2004,8,4,3,13498,8/4/2004
2004,8,5,4,13234,8/5/2004
2004,8,6,5,12935,8/6/2004
2004,8,7,6,8860,8/7/2004
2004,8,8,7,7773,8/8/2004
2004,8,9,1,12310,8/9/2004
2004,8,10,2,13571,8/10/2004
2004,8,11,3,13405,8/11/2004
2004,8,12,4,13448,8/12/2004
2004,8,13,5,12275,8/13/2004
2004,8,14,6,8884,8/14/2004
2004,8,15,7,7885,8/15/2004
2004,8,16,1,12328,8/16/2004
2004,8,17,2,13551,8/17/2004
2004,8,18,3,13274,8/18/2004
2004,8,19,4,13088,8/19/2004
2004,8,20,5,13228,8/20/2004
2004,8,21,6,8944,8/21/2004
2004,8,22,7,7950,8/22/2004
2004,8,23,1,12285,8/23/2004
2004,8,24,2,13556,8/24/2004
2004,8,25,3,13116,8/25/2004
2004,8,26,4,13196,8/26/2004
2004,8,27,5,12971,8/27/2004
2004,8,28,6,9049,8/28/2004
2004,8,29,7,7783,8/29/2004
2004,8,30,1,12342,8/30/2004
2004,8,31,2,13582,8/31/2004
2004,9,1,3,13418,9/1/2004
2004,9,2,4,13539,9/2/2004
2004,9,3,5,13245,9/3/2004
2004,9,4,6,8881,9/4/2004
2004,9,5,7,7875,9/5/2004
2004,9,6,1,8281,9/6/2004
2004,9,7,2,12884,9/7/2004
2004,9,8,3,14492,9/8/2004
2004,9,9,4,14526,9/9/2004
2004,9,10,5,14081,9/10/2004
2004,9,11,6,9253,9/11/2004
2004,9,12,7,8281,9/12/2004
2004,9,13,1,12644,9/13/2004
2004,9,14,2,14172,9/14/2004
2004,9,15,3,13641,9/15/2004
2004,9,16,4,13432,9/16/2004
2004,9,17,5,13577,9/17/2004
2004,9,18,6,9387,9/18/2004
2004,9,19,7,8251,9/19/2004
2004,9,20,1,12963,9/20/2004
2004,9,21,2,13932,9/21/2004
2004,9,22,3,13749,9/22/2004
2004,9,23,4,13969,9/23/2004
2004,9,24,5,13722,9/24/2004
2004,9,25,6,9142,9/25/2004
2004,9,26,7,8143,9/26/2004
2004,9,27,1,12674,9/27/2004
2004,9,28,2,13882,9/28/2004
2004,9,29,3,13416,9/29/2004
2004,9,30,4,13443,9/30/2004
2004,10,1,5,13256,10/1/2004
2004,10,2,6,8886,10/2/2004
2004,10,3,7,7719,10/3/2004
2004,10,4,1,12591,10/4/2004
2004,10,5,2,13707,10/5/2004
2004,10,6,3,13317,10/6/2004
2004,10,7,4,13383,10/7/2004
2004,10,8,5,13122,10/8/2004
2004,10,9,6,8716,10/9/2004
2004,10,10,7,7709,10/10/2004
2004,10,11,1,11758,10/11/2004
2004,10,12,2,13405,10/12/2004
2004,10,13,3,13069,10/13/2004
2004,10,14,4,13259,10/14/2004
2004,10,15,5,13111,10/15/2004
2004,10,16,6,8802,10/16/2004
2004,10,17,7,7661,10/17/2004
2004,10,18,1,12252,10/18/2004
2004,10,19,2,13271,10/19/2004
2004,10,20,3,12967,10/20/2004
2004,10,21,4,12959,10/21/2004
2004,10,22,5,12887,10/22/2004
2004,10,23,6,8627,10/23/2004
2004,10,24,7,7699,10/24/2004
2004,10,25,1,12341,10/25/2004
2004,10,26,2,13464,10/26/2004
2004,10,27,3,13178,10/27/2004
2004,10,28,4,13287,10/28/2004
2004,10,29,5,12473,10/29/2004
2004,10,30,6,8616,10/30/2004
2004,10,31,7,7556,10/31/2004
2004,11,1,1,12173,11/1/2004
2004,11,2,2,13212,11/2/2004
2004,11,3,3,13004,11/3/2004
2004,11,4,4,13075,11/4/2004
2004,11,5,5,12900,11/5/2004
2004,11,6,6,8789,11/6/2004
2004,11,7,7,7734,11/7/2004
2004,11,8,1,12420,11/8/2004
2004,11,9,2,13351,11/9/2004
2004,11,10,3,13017,11/10/2004
2004,11,11,4,12976,11/11/2004
2004,11,12,5,12783,11/12/2004
2004,11,13,6,8626,11/13/2004
2004,11,14,7,7503,11/14/2004
2004,11,15,1,12293,11/15/2004
2004,11,16,2,13528,11/16/2004
2004,11,17,3,13124,11/17/2004
2004,11,18,4,13348,11/18/2004
2004,11,19,5,13063,11/19/2004
2004,11,20,6,8694,11/20/2004
2004,11,21,7,7742,11/21/2004
2004,11,22,1,13463,11/22/2004
2004,11,23,2,14238,11/23/2004
2004,11,24,3,12430,11/24/2004
2004,11,25,4,7614,11/25/2004
2004,11,26,5,9370,11/26/2004
2004,11,27,6,8118,11/27/2004
2004,11,28,7,7540,11/28/2004
2004,11,29,1,12315,11/29/2004
2004,11,30,2,13916,11/30/2004
2004,12,1,3,13385,12/1/2004
2004,12,2,4,12989,12/2/2004
2004,12,3,5,12604,12/3/2004
2004,12,4,6,8616,12/4/2004
2004,12,5,7,7606,12/5/2004
2004,12,6,1,12054,12/6/2004
2004,12,7,2,13372,12/7/2004
2004,12,8,3,13179,12/8/2004
2004,12,9,4,12872,12/9/2004
2004,12,10,5,12719,12/10/2004
2004,12,11,6,8550,12/11/2004
2004,12,12,7,7649,12/12/2004
2004,12,13,1,11809,12/13/2004
2004,12,14,2,13360,12/14/2004
2004,12,15,3,13380,12/15/2004
2004,12,16,4,13418,12/16/2004
2004,12,17,5,13090,12/17/2004
2004,12,18,6,8623,12/18/2004
2004,12,19,7,7552,12/19/2004
2004,12,20,1,13587,12/20/2004
2004,12,21,2,14390,12/21/2004
2004,12,22,3,13006,12/22/2004
2004,12,23,4,11043,12/23/2004
2004,12,24,5,7813,12/24/2004
2004,12,25,6,6259,12/25/2004
2004,12,26,7,7087,12/26/2004
2004,12,27,1,12276,12/27/2004
2004,12,28,2,13965,12/28/2004
2004,12,29,3,13642,12/29/2004
2004,12,30,4,13314,12/30/2004
2004,12,31,5,10130,12/31/2004
2005,1,1,6,7317,1/1/2005
2005,1,2,7,6871,1/2/2005
2005,1,3,1,11153,1/3/2005
2005,1,4,2,12644,1/4/2005
2005,1,5,3,12671,1/5/2005
2005,1,6,4,12733,1/6/2005
2005,1,7,5,12581,1/7/2005
2005,1,8,6,8376,1/8/2005
2005,1,9,7,7169,1/9/2005
2005,1,10,1,11803,1/10/2005
2005,1,11,2,12949,1/11/2005
2005,1,12,3,12842,1/12/2005
2005,1,13,4,12357,1/13/2005
2005,1,14,5,12562,1/14/2005
2005,1,15,6,8502,1/15/2005
2005,1,16,7,7192,1/16/2005
2005,1,17,1,11059,1/17/2005
2005,1,18,2,12677,1/18/2005
2005,1,19,3,12726,1/19/2005
2005,1,20,4,12847,1/20/2005
2005,1,21,5,12579,1/21/2005
2005,1,22,6,8255,1/22/2005
2005,1,23,7,7376,1/23/2005
2005,1,24,1,11716,1/24/2005
2005,1,25,2,13295,1/25/2005
2005,1,26,3,12733,1/26/2005
2005,1,27,4,12680,1/27/2005
2005,1,28,5,12578,1/28/2005
2005,1,29,6,8303,1/29/2005
2005,1,30,7,7402,1/30/2005
2005,1,31,1,11530,1/31/2005
2005,2,1,2,13263,2/1/2005
2005,2,2,3,12966,2/2/2005
2005,2,3,4,12638,2/3/2005
2005,2,4,5,12671,2/4/2005
2005,2,5,6,8539,2/5/2005
2005,2,6,7,7432,2/6/2005
2005,2,7,1,11867,2/7/2005
2005,2,8,2,12927,2/8/2005
2005,2,9,3,12469,2/9/2005
2005,2,10,4,12865,2/10/2005
2005,2,11,5,12517,2/11/2005
2005,2,12,6,8462,2/12/2005
2005,2,13,7,7395,2/13/2005
2005,2,14,1,12386,2/14/2005
2005,2,15,2,13378,2/15/2005
2005,2,16,3,13029,2/16/2005
2005,2,17,4,12718,2/17/2005
2005,2,18,5,12589,2/18/2005
2005,2,19,6,8318,2/19/2005
2005,2,20,7,7342,2/20/2005
2005,2,21,1,11087,2/21/2005
2005,2,22,2,12699,2/22/2005
2005,2,23,3,12685,2/23/2005
2005,2,24,4,12733,2/24/2005
2005,2,25,5,12495,2/25/2005
2005,2,26,6,8293,2/26/2005
2005,2,27,7,7449,2/27/2005
2005,2,28,1,11678,2/28/2005
2005,3,1,2,13042,3/1/2005
2005,3,2,3,12765,3/2/2005
2005,3,3,4,13018,3/3/2005
2005,3,4,5,12772,3/4/2005
2005,3,5,6,8499,3/5/2005
2005,3,6,7,7382,3/6/2005
2005,3,7,1,11801,3/7/2005
2005,3,8,2,12969,3/8/2005
2005,3,9,3,12700,3/9/2005
2005,3,10,4,12920,3/10/2005
2005,3,11,5,12777,3/11/2005
2005,3,12,6,8511,3/12/2005
2005,3,13,7,7239,3/13/2005
2005,3,14,1,12086,3/14/2005
2005,3,15,2,13144,3/15/2005
2005,3,16,3,12718,3/16/2005
2005,3,17,4,13118,3/17/2005
2005,3,18,5,12690,3/18/2005
2005,3,19,6,8557,3/19/2005
2005,3,20,7,7454,3/20/2005
2005,3,21,1,12108,3/21/2005
2005,3,22,2,13386,3/22/2005
2005,3,23,3,12910,3/23/2005
2005,3,24,4,12912,3/24/2005
2005,3,25,5,12111,3/25/2005
2005,3,26,6,7980,3/26/2005
2005,3,27,7,6923,3/27/2005
2005,3,28,1,11820,3/28/2005
2005,3,29,2,13028,3/29/2005
2005,3,30,3,12947,3/30/2005
2005,3,31,4,12834,3/31/2005
2005,4,1,5,11760,4/1/2005
2005,4,2,6,8574,4/2/2005
2005,4,3,7,7065,4/3/2005
2005,4,4,1,12457,4/4/2005
2005,4,5,2,13274,4/5/2005
2005,4,6,3,13200,4/6/2005
2005,4,7,4,12996,4/7/2005
2005,4,8,5,12747,4/8/2005
2005,4,9,6,8355,4/9/2005
2005,4,10,7,7443,4/10/2005
2005,4,11,1,12143,4/11/2005
2005,4,12,2,13146,4/12/2005
2005,4,13,3,12452,4/13/2005
2005,4,14,4,12976,4/14/2005
2005,4,15,5,13063,4/15/2005
2005,4,16,6,8291,4/16/2005
2005,4,17,7,7214,4/17/2005
2005,4,18,1,12023,4/18/2005
2005,4,19,2,13197,4/19/2005
2005,4,20,3,13120,4/20/2005
2005,4,21,4,12978,4/21/2005
2005,4,22,5,12543,4/22/2005
2005,4,23,6,8244,4/23/2005
2005,4,24,7,7267,4/24/2005
2005,4,25,1,12002,4/25/2005
2005,4,26,2,13157,4/26/2005
2005,4,27,3,12929,4/27/2005
2005,4,28,4,12822,4/28/2005
2005,4,29,5,12342,4/29/2005
2005,4,30,6,8280,4/30/2005
2005,5,1,7,7230,5/1/2005
2005,5,2,1,11980,5/2/2005
2005,5,3,2,13079,5/3/2005
2005,5,4,3,12841,5/4/2005
2005,5,5,4,14357,5/5/2005
2005,5,6,5,12496,5/6/2005
2005,5,7,6,8204,5/7/2005
2005,5,8,7,7349,5/8/2005
2005,5,9,1,12155,5/9/2005
2005,5,10,2,13299,5/10/2005
2005,5,11,3,12762,5/11/2005
2005,5,12,4,13251,5/12/2005
2005,5,13,5,11803,5/13/2005
2005,5,14,6,8610,5/14/2005
2005,5,15,7,7515,5/15/2005
2005,5,16,1,12307,5/16/2005
2005,5,17,2,13659,5/17/2005
2005,5,18,3,13378,5/18/2005
2005,5,19,4,13114,5/19/2005
2005,5,20,5,13007,5/20/2005
2005,5,21,6,8490,5/21/2005
2005,5,22,7,7386,5/22/2005
2005,5,23,1,12445,5/23/2005
2005,5,24,2,13740,5/24/2005
2005,5,25,3,13793,5/25/2005
2005,5,26,4,13654,5/26/2005
2005,5,27,5,13378,5/27/2005
2005,5,28,6,8688,5/28/2005
2005,5,29,7,7270,5/29/2005
2005,5,30,1,7886,5/30/2005
2005,5,31,2,12610,5/31/2005
2005,6,1,3,14054,6/1/2005
2005,6,2,4,13666,6/2/2005
2005,6,3,5,13483,6/3/2005
2005,6,4,6,8686,6/4/2005
2005,6,5,7,7791,6/5/2005
2005,6,6,1,12363,6/6/2005
2005,6,7,2,13481,6/7/2005
2005,6,8,3,13138,6/8/2005
2005,6,9,4,13422,6/9/2005
2005,6,10,5,13230,6/10/2005
2005,6,11,6,8621,6/11/2005
2005,6,12,7,7487,6/12/2005
2005,6,13,1,11843,6/13/2005
2005,6,14,2,13815,6/14/2005
2005,6,15,3,13261,6/15/2005
2005,6,16,4,13033,6/16/2005
2005,6,17,5,12821,6/17/2005
2005,6,18,6,8573,6/18/2005
2005,6,19,7,7522,6/19/2005
2005,6,20,1,12332,6/20/2005
2005,6,21,2,13439,6/21/2005
2005,6,22,3,13342,6/22/2005
2005,6,23,4,13458,6/23/2005
2005,6,24,5,13032,6/24/2005
2005,6,25,6,8737,6/25/2005
2005,6,26,7,7603,6/26/2005
2005,6,27,1,12488,6/27/2005
2005,6,28,2,13813,6/28/2005
2005,6,29,3,14039,6/29/2005
2005,6,30,4,14003,6/30/2005
2005,7,1,5,13759,7/1/2005
2005,7,2,6,8862,7/2/2005
2005,7,3,7,7668,7/3/2005
2005,7,4,1,7733,7/4/2005
2005,7,5,2,12847,7/5/2005
2005,7,6,3,14562,7/6/2005
2005,7,7,4,14627,7/7/2005
2005,7,8,5,14136,7/8/2005
2005,7,9,6,9189,7/9/2005
2005,7,10,7,7829,7/10/2005
2005,7,11,1,12626,7/11/2005
2005,7,12,2,13884,7/12/2005
2005,7,13,3,13431,7/13/2005
2005,7,14,4,14038,7/14/2005
2005,7,15,5,13685,7/15/2005
2005,7,16,6,9036,7/16/2005
2005,7,17,7,7793,7/17/2005
2005,7,18,1,12698,7/18/2005
2005,7,19,2,13791,7/19/2005
2005,7,20,3,13603,7/20/2005
2005,7,21,4,13870,7/21/2005
2005,7,22,5,13390,7/22/2005
2005,7,23,6,8916,7/23/2005
2005,7,24,7,7762,7/24/2005
2005,7,25,1,12651,7/25/2005
2005,7,26,2,13671,7/26/2005
2005,7,27,3,13528,7/27/2005
2005,7,28,4,13621,7/28/2005
2005,7,29,5,13260,7/29/2005
2005,7,30,6,8987,7/30/2005
2005,7,31,7,7743,7/31/2005
2005,8,1,1,12415,8/1/2005
2005,8,2,2,13730,8/2/2005
2005,8,3,3,13350,8/3/2005
2005,8,4,4,13511,8/4/2005
2005,8,5,5,13413,8/5/2005
2005,8,6,6,8820,8/6/2005
2005,8,7,7,7662,8/7/2005
2005,8,8,1,12553,8/8/2005
2005,8,9,2,13893,8/9/2005
2005,8,10,3,13593,8/10/2005
2005,8,11,4,14011,8/11/2005
2005,8,12,5,13610,8/12/2005
2005,8,13,6,9049,8/13/2005
2005,8,14,7,7867,8/14/2005
2005,8,15,1,12740,8/15/2005
2005,8,16,2,13998,8/16/2005
2005,8,17,3,13801,8/17/2005
2005,8,18,4,14009,8/18/2005
2005,8,19,5,13365,8/19/2005
2005,8,20,6,9118,8/20/2005
2005,8,21,7,7776,8/21/2005
2005,8,22,1,12487,8/22/2005
2005,8,23,2,13739,8/23/2005
2005,8,24,3,13569,8/24/2005
2005,8,25,4,13824,8/25/2005
2005,8,26,5,13327,8/26/2005
2005,8,27,6,8952,8/27/2005
2005,8,28,7,7743,8/28/2005
2005,8,29,1,12711,8/29/2005
2005,8,30,2,13933,8/30/2005
2005,8,31,3,13898,8/31/2005
2005,9,1,4,14160,9/1/2005
2005,9,2,5,13904,9/2/2005
2005,9,3,6,9128,9/3/2005
2005,9,4,7,7931,9/4/2005
2005,9,5,1,8116,9/5/2005
2005,9,6,2,13124,9/6/2005
2005,9,7,3,14744,9/7/2005
2005,9,8,4,14740,9/8/2005
2005,9,9,5,14505,9/9/2005
2005,9,10,6,9565,9/10/2005
2005,9,11,7,8041,9/11/2005
2005,9,12,1,13189,9/12/2005
2005,9,13,2,13951,9/13/2005
2005,9,14,3,14160,9/14/2005
2005,9,15,4,14263,9/15/2005
2005,9,16,5,14189,9/16/2005
2005,9,17,6,9459,9/17/2005
2005,9,18,7,8262,9/18/2005
2005,9,19,1,13460,9/19/2005
2005,9,20,2,14590,9/20/2005
2005,9,21,3,14203,9/21/2005
2005,9,22,4,13973,9/22/2005
2005,9,23,5,13776,9/23/2005
2005,9,24,6,9207,9/24/2005
2005,9,25,7,8028,9/25/2005
2005,9,26,1,12952,9/26/2005
2005,9,27,2,13955,9/27/2005
2005,9,28,3,13785,9/28/2005
2005,9,29,4,13540,9/29/2005
2005,9,30,5,13454,9/30/2005
2005,10,1,6,8820,10/1/2005
2005,10,2,7,7841,10/2/2005
2005,10,3,1,12816,10/3/2005
2005,10,4,2,13449,10/4/2005
2005,10,5,3,13488,10/5/2005
2005,10,6,4,13552,10/6/2005
2005,10,7,5,13056,10/7/2005
2005,10,8,6,8846,10/8/2005
2005,10,9,7,7508,10/9/2005
2005,10,10,1,12298,10/10/2005
2005,10,11,2,13256,10/11/2005
2005,10,12,3,13191,10/12/2005
2005,10,13,4,12922,10/13/2005
2005,10,14,5,13087,10/14/2005
2005,10,15,6,8733,10/15/2005
2005,10,16,7,7432,10/16/2005
2005,10,17,1,12230,10/17/2005
2005,10,18,2,13442,10/18/2005
2005,10,19,3,12932,10/19/2005
2005,10,20,4,13267,10/20/2005
2005,10,21,5,12828,10/21/2005
2005,10,22,6,8568,10/22/2005
2005,10,23,7,7371,10/23/2005
2005,10,24,1,12012,10/24/2005
2005,10,25,2,13351,10/25/2005
2005,10,26,3,12798,10/26/2005
2005,10,27,4,13273,10/27/2005
2005,10,28,5,12619,10/28/2005
2005,10,29,6,8509,10/29/2005
2005,10,30,7,7459,10/30/2005
2005,10,31,1,10207,10/31/2005
2005,11,1,2,13682,11/1/2005
2005,11,2,3,13275,11/2/2005
2005,11,3,4,13284,11/3/2005
2005,11,4,5,12928,11/4/2005
2005,11,5,6,8675,11/5/2005
2005,11,6,7,7565,11/6/2005
2005,11,7,1,12176,11/7/2005
2005,11,8,2,13678,11/8/2005
2005,11,9,3,13208,11/9/2005
2005,11,10,4,13227,11/10/2005
2005,11,11,5,12584,11/11/2005
2005,11,12,6,8333,11/12/2005
2005,11,13,7,7420,11/13/2005
2005,11,14,1,12164,11/14/2005
2005,11,15,2,13549,11/15/2005
2005,11,16,3,13113,11/16/2005
2005,11,17,4,13280,11/17/2005
2005,11,18,5,13153,11/18/2005
2005,11,19,6,8481,11/19/2005
2005,11,20,7,7594,11/20/2005
2005,11,21,1,13399,11/21/2005
2005,11,22,2,14175,11/22/2005
2005,11,23,3,12202,11/23/2005
2005,11,24,4,7267,11/24/2005
2005,11,25,5,9090,11/25/2005
2005,11,26,6,7848,11/26/2005
2005,11,27,7,7197,11/27/2005
2005,11,28,1,12716,11/28/2005
2005,11,29,2,13743,11/29/2005
2005,11,30,3,13176,11/30/2005
2005,12,1,4,13210,12/1/2005
2005,12,2,5,12599,12/2/2005
2005,12,3,6,8241,12/3/2005
2005,12,4,7,7297,12/4/2005
2005,12,5,1,12106,12/5/2005
2005,12,6,2,13249,12/6/2005
2005,12,7,3,13017,12/7/2005
2005,12,8,4,13048,12/8/2005
2005,12,9,5,12391,12/9/2005
2005,12,10,6,8401,12/10/2005
2005,12,11,7,7368,12/11/2005
2005,12,12,1,12494,12/12/2005
2005,12,13,2,13323,12/13/2005
2005,12,14,3,13768,12/14/2005
2005,12,15,4,13586,12/15/2005
2005,12,16,5,13320,12/16/2005
2005,12,17,6,8701,12/17/2005
2005,12,18,7,7617,12/18/2005
2005,12,19,1,13410,12/19/2005
2005,12,20,2,14659,12/20/2005
2005,12,21,3,14159,12/21/2005
2005,12,22,4,12877,12/22/2005
2005,12,23,5,10642,12/23/2005
2005,12,24,6,7256,12/24/2005
2005,12,25,7,6224,12/25/2005
2005,12,26,1,8505,12/26/2005
2005,12,27,2,13056,12/27/2005
2005,12,28,3,14381,12/28/2005
2005,12,29,4,13972,12/29/2005
2005,12,30,5,13208,12/30/2005
2005,12,31,6,8635,12/31/2005
2006,1,1,7,7137,1/1/2006
2006,1,2,1,8198,1/2/2006
2006,1,3,2,11992,1/3/2006
2006,1,4,3,12966,1/4/2006
2006,1,5,4,13117,1/5/2006
2006,1,6,5,13071,1/6/2006
2006,1,7,6,8546,1/7/2006
2006,1,8,7,7409,1/8/2006
2006,1,9,1,11809,1/9/2006
2006,1,10,2,12992,1/10/2006
2006,1,11,3,12844,1/11/2006
2006,1,12,4,13309,1/12/2006
2006,1,13,5,11994,1/13/2006
2006,1,14,6,8628,1/14/2006
2006,1,15,7,7312,1/15/2006
2006,1,16,1,11477,1/16/2006
2006,1,17,2,13018,1/17/2006
2006,1,18,3,13079,1/18/2006
2006,1,19,4,13125,1/19/2006
2006,1,20,5,13040,1/20/2006
2006,1,21,6,8408,1/21/2006
2006,1,22,7,7442,1/22/2006
2006,1,23,1,12102,1/23/2006
2006,1,24,2,12983,1/24/2006
2006,1,25,3,12911,1/25/2006
2006,1,26,4,13044,1/26/2006
2006,1,27,5,12917,1/27/2006
2006,1,28,6,8439,1/28/2006
2006,1,29,7,7572,1/29/2006
2006,1,30,1,12150,1/30/2006
2006,1,31,2,12945,1/31/2006
2006,2,1,3,12960,2/1/2006
2006,2,2,4,13231,2/2/2006
2006,2,3,5,13089,2/3/2006
2006,2,4,6,8647,2/4/2006
2006,2,5,7,7506,2/5/2006
2006,2,6,1,12302,2/6/2006
2006,2,7,2,13555,2/7/2006
2006,2,8,3,13057,2/8/2006
2006,2,9,4,13232,2/9/2006
2006,2,10,5,13298,2/10/2006
2006,2,11,6,8702,2/11/2006
2006,2,12,7,7404,2/12/2006
2006,2,13,1,11955,2/13/2006
2006,2,14,2,13886,2/14/2006
2006,2,15,3,13424,2/15/2006
2006,2,16,4,13303,2/16/2006
2006,2,17,5,13218,2/17/2006
2006,2,18,6,8738,2/18/2006
2006,2,19,7,7577,2/19/2006
2006,2,20,1,11466,2/20/2006
2006,2,21,2,13172,2/21/2006
2006,2,22,3,13341,2/22/2006
2006,2,23,4,13280,2/23/2006
2006,2,24,5,12832,2/24/2006
2006,2,25,6,8557,2/25/2006
2006,2,26,7,7400,2/26/2006
2006,2,27,1,12080,2/27/2006
2006,2,28,2,13223,2/28/2006
2006,3,1,3,13422,3/1/2006
2006,3,2,4,13210,3/2/2006
2006,3,3,5,13212,3/3/2006
2006,3,4,6,8682,3/4/2006
2006,3,5,7,7440,3/5/2006
2006,3,6,1,12361,3/6/2006
2006,3,7,2,13248,3/7/2006
2006,3,8,3,13427,3/8/2006
2006,3,9,4,13305,3/9/2006
2006,3,10,5,13162,3/10/2006
2006,3,11,6,8602,3/11/2006
2006,3,12,7,7558,3/12/2006
2006,3,13,1,11742,3/13/2006
2006,3,14,2,13358,3/14/2006
2006,3,15,3,13183,3/15/2006
2006,3,16,4,13125,3/16/2006
2006,3,17,5,13003,3/17/2006
2006,3,18,6,8757,3/18/2006
2006,3,19,7,7355,3/19/2006
2006,3,20,1,12335,3/20/2006
2006,3,21,2,13378,3/21/2006
2006,3,22,3,13027,3/22/2006
2006,3,23,4,13042,3/23/2006
2006,3,24,5,12874,3/24/2006
2006,3,25,6,8381,3/25/2006
2006,3,26,7,7403,3/26/2006
2006,3,27,1,12095,3/27/2006
2006,3,28,2,13246,3/28/2006
2006,3,29,3,13114,3/29/2006
2006,3,30,4,13067,3/30/2006
2006,3,31,5,12406,3/31/2006
2006,4,1,6,8268,4/1/2006
2006,4,2,7,7271,4/2/2006
2006,4,3,1,12398,4/3/2006
2006,4,4,2,13287,4/4/2006
2006,4,5,3,13348,4/5/2006
2006,4,6,4,13069,4/6/2006
2006,4,7,5,12922,4/7/2006
2006,4,8,6,8333,4/8/2006
2006,4,9,7,7314,4/9/2006
2006,4,10,1,12233,4/10/2006
2006,4,11,2,13504,4/11/2006
2006,4,12,3,13120,4/12/2006
2006,4,13,4,12853,4/13/2006
2006,4,14,5,12139,4/14/2006
2006,4,15,6,8227,4/15/2006
2006,4,16,7,7030,4/16/2006
2006,4,17,1,11897,4/17/2006
2006,4,18,2,13415,4/18/2006
2006,4,19,3,12979,4/19/2006
2006,4,20,4,13157,4/20/2006
2006,4,21,5,12776,4/21/2006
2006,4,22,6,8397,4/22/2006
2006,4,23,7,7141,4/23/2006
2006,4,24,1,12164,4/24/2006
2006,4,25,2,13238,4/25/2006
2006,4,26,3,13011,4/26/2006
2006,4,27,4,13120,4/27/2006
2006,4,28,5,12562,4/28/2006
2006,4,29,6,8287,4/29/2006
2006,4,30,7,7127,4/30/2006
2006,5,1,1,12248,5/1/2006
2006,5,2,2,13242,5/2/2006
2006,5,3,3,13059,5/3/2006
2006,5,4,4,12941,5/4/2006
2006,5,5,5,12983,5/5/2006
2006,5,6,6,8297,5/6/2006
2006,5,7,7,7343,5/7/2006
2006,5,8,1,12355,5/8/2006
2006,5,9,2,13100,5/9/2006
2006,5,10,3,13079,5/10/2006
2006,5,11,4,12921,5/11/2006
2006,5,12,5,12685,5/12/2006
2006,5,13,6,8260,5/13/2006
2006,5,14,7,7288,5/14/2006
2006,5,15,1,12476,5/15/2006
2006,5,16,2,13630,5/16/2006
