year,month,date_of_month,day_of_week,births,date
2013,4,17,3,11765,4/17/2013
2013,4,18,4,11665,4/18/2013
2013,4,19,5,11511,4/19/2013
2013,4,20,6,7718,4/20/2013
2013,4,21,7,6722,4/21/2013
2013,4,22,1,11410,4/22/2013
2013,4,23,2,11956,4/23/2013
2013,4,24,3,11537,4/24/2013
2013,4,25,4,11620,4/25/2013
2013,4,26,5,11442,4/26/2013
2013,4,27,6,7651,4/27/2013
2013,4,28,7,6852,4/28/2013
2013,4,29,1,11259,4/29/2013
2013,4,30,2,11825,4/30/2013
2013,5,1,3,11948,5/1/2013
2013,5,2,4,11787,5/2/2013
2013,5,3,5,11805,5/3/2013
2013,5,4,6,7714,5/4/2013
2013,5,5,7,6609,5/5/2013
2013,5,6,1,11316,5/6/2013
2013,5,7,2,12275,5/7/2013
2013,5,8,3,11867,5/8/2013
2013,5,9,4,11628,5/9/2013
2013,5,10,5,11813,5/10/2013
2013,5,11,6,7727,5/11/2013
2013,5,12,7,7060,5/12/2013
2013,5,13,1,11289,5/13/2013
2013,5,14,2,12345,5/14/2013
2013,5,15,3,12184,5/15/2013
2013,5,16,4,12145,5/16/2013
2013,5,17,5,11945,5/17/2013
2013,5,18,6,7764,5/18/2013
2013,5,19,7,7049,5/19/2013
2013,5,20,1,11968,5/20/2013
2013,5,21,2,12685,5/21/2013
2013,5,22,3,12366,5/22/2013
2013,5,23,4,12523,5/23/2013
2013,5,24,5,12265,5/24/2013
2013,5,25,6,8156,5/25/2013
2013,5,26,7,6880,5/26/2013
2013,5,27,1,7351,5/27/2013
2013,5,28,2,12462,5/28/2013
2013,5,29,3,13062,5/29/2013
2013,5,30,4,12798,5/30/2013
2013,5,31,5,12082,5/31/2013
2013,6,1,6,8320,6/1/2013
2013,6,2,7,7015,6/2/2013
2013,6,3,1,11718,6/3/2013
2013,6,4,2,12315,6/4/2013
2013,6,5,3,12343,6/5/2013
2013,6,6,4,11935,6/6/2013
2013,6,7,5,12203,6/7/2013
2013,6,8,6,8184,6/8/2013
2013,6,9,7,7306,6/9/2013
2013,6,10,1,11852,6/10/2013
2013,6,11,2,12304,6/11/2013
2013,6,12,3,11924,6/12/2013
2013,6,13,4,12096,6/13/2013
2013,6,14,5,12046,6/14/2013
2013,6,15,6,8235,6/15/2013
2013,6,16,7,7267,6/16/2013
2013,6,17,1,12166,6/17/2013
2013,6,18,2,12754,6/18/2013
2013,6,19,3,12217,6/19/2013
2013,6,20,4,12417,6/20/2013
2013,6,21,5,12175,6/21/2013
2013,6,22,6,8301,6/22/2013
2013,6,23,7,7435,6/23/2013
2013,6,24,1,12033,6/24/2013
2013,6,25,2,12819,6/25/2013
2013,6,26,3,12526,6/26/2013
2013,6,27,4,12733,6/27/2013
2013,6,28,5,12585,6/28/2013
2013,6,29,6,8325,6/29/2013
2013,6,30,7,7319,6/30/2013
2013,7,1,1,12558,7/1/2013
2013,7,2,2,13437,7/2/2013
2013,7,3,3,13247,7/3/2013
2013,7,4,4,8883,7/4/2013
2013,7,5,5,11318,7/5/2013
2013,7,6,6,8420,7/6/2013
2013,7,7,7,7454,7/7/2013
2013,7,8,1,12493,7/8/2013
2013,7,9,2,13408,7/9/2013
2013,7,10,3,12915,7/10/2013
2013,7,11,4,12806,7/11/2013
2013,7,12,5,12535,7/12/2013
2013,7,13,6,8485,7/13/2013
2013,7,14,7,7536,7/14/2013
2013,7,15,1,12506,7/15/2013
2013,7,16,2,13083,7/16/2013
2013,7,17,3,12912,7/17/2013
2013,7,18,4,12824,7/18/2013
2013,7,19,5,12528,7/19/2013
2013,7,20,6,8389,7/20/2013
2013,7,21,7,7564,7/21/2013
2013,7,22,1,12544,7/22/2013
2013,7,23,2,13316,7/23/2013
2013,7,24,3,12804,7/24/2013
2013,7,25,4,12860,7/25/2013
2013,7,26,5,12249,7/26/2013
2013,7,27,6,8328,7/27/2013
2013,7,28,7,7492,7/28/2013
2013,7,29,1,12096,7/29/2013
2013,7,30,2,12880,7/30/2013
2013,7,31,3,12625,7/31/2013
2013,8,1,4,12971,8/1/2013
2013,8,2,5,12561,8/2/2013
2013,8,3,6,8539,8/3/2013
2013,8,4,7,7600,8/4/2013
2013,8,5,1,12434,8/5/2013
2013,8,6,2,13055,8/6/2013
2013,8,7,3,13109,8/7/2013
2013,8,8,4,13207,8/8/2013
2013,8,9,5,12756,8/9/2013
2013,8,10,6,8777,8/10/2013
2013,8,11,7,7797,8/11/2013
2013,8,12,1,12391,8/12/2013
2013,8,13,2,12975,8/13/2013
2013,8,14,3,13049,8/14/2013
2013,8,15,4,13101,8/15/2013
2013,8,16,5,12702,8/16/2013
2013,8,17,6,8747,8/17/2013
2013,8,18,7,7612,8/18/2013
2013,8,19,1,12426,8/19/2013
2013,8,20,2,13051,8/20/2013
2013,8,21,3,12903,8/21/2013
2013,8,22,4,12873,8/22/2013
2013,8,23,5,12805,8/23/2013
2013,8,24,6,8801,8/24/2013
2013,8,25,7,7638,8/25/2013
2013,8,26,1,12293,8/26/2013
2013,8,27,2,13131,8/27/2013
2013,8,28,3,13129,8/28/2013
2013,8,29,4,12873,8/29/2013
2013,8,30,5,12814,8/30/2013
2013,8,31,6,8759,8/31/2013
2013,9,1,7,7620,9/1/2013
2013,9,2,1,7896,9/2/2013
2013,9,3,2,12910,9/3/2013
2013,9,4,3,13680,9/4/2013
2013,9,5,4,13337,9/5/2013
2013,9,6,5,12876,9/6/2013
2013,9,7,6,8800,9/7/2013
2013,9,8,7,7737,9/8/2013
2013,9,9,1,12653,9/9/2013
2013,9,10,2,13440,9/10/2013
2013,9,11,3,12074,9/11/2013
2013,9,12,4,13460,9/12/2013
2013,9,13,5,12669,9/13/2013
2013,9,14,6,8795,9/14/2013
2013,9,15,7,7865,9/15/2013
2013,9,16,1,12842,9/16/2013
2013,9,17,2,13542,9/17/2013
2013,9,18,3,13242,9/18/2013
2013,9,19,4,13333,9/19/2013
2013,9,20,5,13040,9/20/2013
2013,9,21,6,8863,9/21/2013
2013,9,22,7,7817,9/22/2013
2013,9,23,1,12715,9/23/2013
2013,9,24,2,13173,9/24/2013
2013,9,25,3,13042,9/25/2013
2013,9,26,4,13044,9/26/2013
2013,9,27,5,12774,9/27/2013
2013,9,28,6,8704,9/28/2013
2013,9,29,7,7618,9/29/2013
2013,9,30,1,12115,9/30/2013
2013,10,1,2,13195,10/1/2013
2013,10,2,3,12614,10/2/2013
2013,10,3,4,12880,10/3/2013
2013,10,4,5,12493,10/4/2013
2013,10,5,6,8593,10/5/2013
2013,10,6,7,7471,10/6/2013
2013,10,7,1,11877,10/7/2013
2013,10,8,2,12765,10/8/2013
2013,10,9,3,12393,10/9/2013
2013,10,10,4,12804,10/10/2013
2013,10,11,5,12192,10/11/2013
2013,10,12,6,8223,10/12/2013
2013,10,13,7,7172,10/13/2013
2013,10,14,1,11736,10/14/2013
2013,10,15,2,12582,10/15/2013
2013,10,16,3,12227,10/16/2013
2013,10,17,4,12220,10/17/2013
2013,10,18,5,12169,10/18/2013
2013,10,19,6,7995,10/19/2013
2013,10,20,7,7121,10/20/2013
2013,10,21,1,11687,10/21/2013
2013,10,22,2,12462,10/22/2013
2013,10,23,3,12223,10/23/2013
2013,10,24,4,12320,10/24/2013
2013,10,25,5,12210,10/25/2013
2013,10,26,6,8077,10/26/2013
2013,10,27,7,7139,10/27/2013
2013,10,28,1,12199,10/28/2013
2013,10,29,2,12519,10/29/2013
2013,10,30,3,11752,10/30/2013
2013,10,31,4,10975,10/31/2013
2013,11,1,5,12653,11/1/2013
2013,11,2,6,8407,11/2/2013
2013,11,3,7,7368,11/3/2013
2013,11,4,1,12164,11/4/2013
2013,11,5,2,12785,11/5/2013
2013,11,6,3,12113,11/6/2013
2013,11,7,4,12566,11/7/2013
2013,11,8,5,12026,11/8/2013
2013,11,9,6,8092,11/9/2013
2013,11,10,7,7258,11/10/2013
2013,11,11,1,11418,11/11/2013
2013,11,12,2,13669,11/12/2013
2013,11,13,3,12130,11/13/2013
2013,11,14,4,12206,11/14/2013
2013,11,15,5,12339,11/15/2013
2013,11,16,6,8305,11/16/2013
2013,11,17,7,7348,11/17/2013
2013,11,18,1,12154,11/18/2013
2013,11,19,2,12413,11/19/2013
2013,11,20,3,12503,11/20/2013
2013,11,21,4,12499,11/21/2013
2013,11,22,5,12459,11/22/2013
2013,11,23,6,8239,11/23/2013
2013,11,24,7,7362,11/24/2013
2013,11,25,1,12658,11/25/2013
2013,11,26,2,13211,11/26/2013
2013,11,27,3,11782,11/27/2013
2013,11,28,4,7175,11/28/2013
2013,11,29,5,9077,11/29/2013
2013,11,30,6,7778,11/30/2013
2013,12,1,7,7449,12/1/2013
2013,12,2,1,12512,12/2/2013
2013,12,3,2,13352,12/3/2013
2013,12,4,3,12947,12/4/2013
2013,12,5,4,12437,12/5/2013
2013,12,6,5,11861,12/6/2013
2013,12,7,6,8068,12/7/2013
2013,12,8,7,7226,12/8/2013
2013,12,9,1,11824,12/9/2013
2013,12,10,2,12597,12/10/2013
2013,12,11,3,12413,12/11/2013
2013,12,12,4,12485,12/12/2013
2013,12,13,5,11484,12/13/2013
2013,12,14,6,8163,12/14/2013
2013,12,15,7,7305,12/15/2013
2013,12,16,1,12316,12/16/2013
2013,12,17,2,13252,12/17/2013
2013,12,18,3,13132,12/18/2013
2013,12,19,4,13320,12/19/2013
2013,12,20,5,13248,12/20/2013
2013,12,21,6,8836,12/21/2013
2013,12,22,7,7535,12/22/2013
2013,12,23,1,12140,12/23/2013
2013,12,24,2,9194,12/24/2013
2013,12,25,3,6620,12/25/2013
2013,12,26,4,11375,12/26/2013
2013,12,27,5,13588,12/27/2013
2013,12,28,6,9203,12/28/2013
2013,12,29,7,7896,12/29/2013
2013,12,30,1,13096,12/30/2013
2013,12,31,2,12525,12/31/2013
2014,1,1,3,8018,1/1/2014
2014,1,2,4,11171,1/2/2014
2014,1,3,5,12317,1/3/2014
2014,1,4,6,8199,1/4/2014
2014,1,5,7,7174,1/5/2014
2014,1,6,1,11400,1/6/2014
2014,1,7,2,12310,1/7/2014
2014,1,8,3,11829,1/8/2014
2014,1,9,4,11827,1/9/2014
2014,1,10,5,11989,1/10/2014
2014,1,11,6,8292,1/11/2014
2014,1,12,7,7298,1/12/2014
2014,1,13,1,11714,1/13/2014
2014,1,14,2,12598,1/14/2014
2014,1,15,3,11785,1/15/2014
2014,1,16,4,11822,1/16/2014
2014,1,17,5,11932,1/17/2014
2014,1,18,6,8143,1/18/2014
2014,1,19,7,6924,1/19/2014
2014,1,20,1,11024,1/20/2014
2014,1,21,2,12177,1/21/2014
2014,1,22,3,11936,1/22/2014
2014,1,23,4,12162,1/23/2014
2014,1,24,5,11840,1/24/2014
2014,1,25,6,8190,1/25/2014
2014,1,26,7,7424,1/26/2014
2014,1,27,1,11561,1/27/2014
2014,1,28,2,12031,1/28/2014
2014,1,29,3,11381,1/29/2014
2014,1,30,4,11651,1/30/2014
2014,1,31,5,11843,1/31/2014
2014,2,1,6,8206,2/1/2014
2014,2,2,7,7265,2/2/2014
2014,2,3,1,11825,2/3/2014
2014,2,4,2,12519,2/4/2014
2014,2,5,3,11914,2/5/2014
2014,2,6,4,11807,2/6/2014
2014,2,7,5,12246,2/7/2014
2014,2,8,6,8129,2/8/2014
2014,2,9,7,7060,2/9/2014
2014,2,10,1,11886,2/10/2014
2014,2,11,2,12311,2/11/2014
2014,2,12,3,12154,2/12/2014
2014,2,13,4,11384,2/13/2014
2014,2,14,5,12494,2/14/2014
2014,2,15,6,8391,2/15/2014
2014,2,16,7,7259,2/16/2014
2014,2,17,1,11144,2/17/2014
2014,2,18,2,12331,2/18/2014
2014,2,19,3,11932,2/19/2014
2014,2,20,4,12142,2/20/2014
2014,2,21,5,11988,2/21/2014
2014,2,22,6,8049,2/22/2014
2014,2,23,7,7092,2/23/2014
2014,2,24,1,11621,2/24/2014
2014,2,25,2,12291,2/25/2014
2014,2,26,3,11932,2/26/2014
2014,2,27,4,11856,2/27/2014
2014,2,28,5,11671,2/28/2014
2014,3,1,6,8186,3/1/2014
2014,3,2,7,7267,3/2/2014
2014,3,3,1,11793,3/3/2014
2014,3,4,2,12065,3/4/2014
2014,3,5,3,12129,3/5/2014
2014,3,6,4,12069,3/6/2014
2014,3,7,5,12035,3/7/2014
2014,3,8,6,8140,3/8/2014
2014,3,9,7,6789,3/9/2014
2014,3,10,1,11620,3/10/2014
2014,3,11,2,12084,3/11/2014
2014,3,12,3,11819,3/12/2014
2014,3,13,4,11623,3/13/2014
2014,3,14,5,11841,3/14/2014
2014,3,15,6,8080,3/15/2014
2014,3,16,7,6973,3/16/2014
2014,3,17,1,11936,3/17/2014
2014,3,18,2,12231,3/18/2014
2014,3,19,3,11953,3/19/2014
2014,3,20,4,12266,3/20/2014
2014,3,21,5,11987,3/21/2014
2014,3,22,6,8109,3/22/2014
2014,3,23,7,7147,3/23/2014
2014,3,24,1,11542,3/24/2014
2014,3,25,2,12342,3/25/2014
2014,3,26,3,11809,3/26/2014
2014,3,27,4,11823,3/27/2014
2014,3,28,5,11730,3/28/2014
2014,3,29,6,8153,3/29/2014
2014,3,30,7,7215,3/30/2014
2014,3,31,1,11511,3/31/2014
2014,4,1,2,11710,4/1/2014
2014,4,2,3,12003,4/2/2014
2014,4,3,4,11984,4/3/2014
2014,4,4,5,12319,4/4/2014
2014,4,5,6,7926,4/5/2014
2014,4,6,7,7127,4/6/2014
2014,4,7,1,11508,4/7/2014
2014,4,8,2,12187,4/8/2014
2014,4,9,3,11875,4/9/2014
2014,4,10,4,12026,4/10/2014
2014,4,11,5,12018,4/11/2014
2014,4,12,6,7980,4/12/2014
2014,4,13,7,7181,4/13/2014
2014,4,14,1,11912,4/14/2014
2014,4,15,2,12274,4/15/2014
2014,4,16,3,11858,4/16/2014
2014,4,17,4,12070,4/17/2014
2014,4,18,5,11132,4/18/2014
2014,4,19,6,7641,4/19/2014
2014,4,20,7,6877,4/20/2014
2014,4,21,1,11664,4/21/2014
2014,4,22,2,12528,4/22/2014
2014,4,23,3,12014,4/23/2014
2014,4,24,4,12178,4/24/2014
2014,4,25,5,11811,4/25/2014
2014,4,26,6,7949,4/26/2014
2014,4,27,7,7184,4/27/2014
2014,4,28,1,11681,4/28/2014
2014,4,29,2,12121,4/29/2014
2014,4,30,3,11591,4/30/2014
2014,5,1,4,12412,5/1/2014
2014,5,2,5,12011,5/2/2014
2014,5,3,6,8015,5/3/2014
2014,5,4,7,7171,5/4/2014
2014,5,5,1,11788,5/5/2014
2014,5,6,2,12487,5/6/2014
2014,5,7,3,12127,5/7/2014
2014,5,8,4,12166,5/8/2014
2014,5,9,5,11949,5/9/2014
2014,5,10,6,8100,5/10/2014
2014,5,11,7,7145,5/11/2014
2014,5,12,1,11671,5/12/2014
2014,5,13,2,12057,5/13/2014
2014,5,14,3,12234,5/14/2014
2014,5,15,4,12387,5/15/2014
2014,5,16,5,12065,5/16/2014
2014,5,17,6,8051,5/17/2014
2014,5,18,7,7200,5/18/2014
2014,5,19,1,11925,5/19/2014
2014,5,20,2,12854,5/20/2014
2014,5,21,3,12545,5/21/2014
2014,5,22,4,12634,5/22/2014
2014,5,23,5,12631,5/23/2014
2014,5,24,6,8456,5/24/2014
2014,5,25,7,7393,5/25/2014
2014,5,26,1,7657,5/26/2014
2014,5,27,2,12490,5/27/2014
2014,5,28,3,13411,5/28/2014
2014,5,29,4,12753,5/29/2014
2014,5,30,5,12257,5/30/2014
2014,5,31,6,8462,5/31/2014
2014,6,1,7,7474,6/1/2014
2014,6,2,1,11885,6/2/2014
2014,6,3,2,12246,6/3/2014
2014,6,4,3,12320,6/4/2014
2014,6,5,4,12256,6/5/2014
2014,6,6,5,11965,6/6/2014
2014,6,7,6,8164,6/7/2014
2014,6,8,7,7359,6/8/2014
2014,6,9,1,11886,6/9/2014
2014,6,10,2,12513,6/10/2014
2014,6,11,3,12090,6/11/2014
2014,6,12,4,12442,6/12/2014
2014,6,13,5,11651,6/13/2014
2014,6,14,6,8199,6/14/2014
2014,6,15,7,7375,6/15/2014
2014,6,16,1,12068,6/16/2014
2014,6,17,2,12555,6/17/2014
2014,6,18,3,12524,6/18/2014
2014,6,19,4,12217,6/19/2014
2014,6,20,5,12532,6/20/2014
2014,6,21,6,8299,6/21/2014
2014,6,22,7,7414,6/22/2014
2014,6,23,1,11939,6/23/2014
2014,6,24,2,12704,6/24/2014
2014,6,25,3,12499,6/25/2014
2014,6,26,4,12621,6/26/2014
2014,6,27,5,12236,6/27/2014
2014,6,28,6,8441,6/28/2014
2014,6,29,7,7563,6/29/2014
2014,6,30,1,12243,6/30/2014
2014,7,1,2,13575,7/1/2014
2014,7,2,3,13183,7/2/2014
2014,7,3,4,13043,7/3/2014
2014,7,4,5,9278,7/4/2014
2014,7,5,6,7778,7/5/2014
2014,7,6,7,7568,7/6/2014
2014,7,7,1,13038,7/7/2014
2014,7,8,2,13500,7/8/2014
2014,7,9,3,12577,7/9/2014
2014,7,10,4,13146,7/10/2014
2014,7,11,5,12699,7/11/2014
2014,7,12,6,8650,7/12/2014
2014,7,13,7,7626,7/13/2014
2014,7,14,1,12394,7/14/2014
2014,7,15,2,13207,7/15/2014
2014,7,16,3,12881,7/16/2014
2014,7,17,4,12817,7/17/2014
2014,7,18,5,12439,7/18/2014
2014,7,19,6,8720,7/19/2014
2014,7,20,7,7567,7/20/2014
2014,7,21,1,12497,7/21/2014
2014,7,22,2,13239,7/22/2014
2014,7,23,3,12692,7/23/2014
2014,7,24,4,12929,7/24/2014
2014,7,25,5,12662,7/25/2014
2014,7,26,6,8740,7/26/2014
2014,7,27,7,7822,7/27/2014
2014,7,28,1,12532,7/28/2014
2014,7,29,2,13252,7/29/2014
2014,7,30,3,12752,7/30/2014
2014,7,31,4,12673,7/31/2014
2014,8,1,5,12782,8/1/2014
2014,8,2,6,8814,8/2/2014
2014,8,3,7,7679,8/3/2014
2014,8,4,1,12511,8/4/2014
2014,8,5,2,13415,8/5/2014
2014,8,6,3,12900,8/6/2014
2014,8,7,4,13152,8/7/2014
2014,8,8,5,12887,8/8/2014
2014,8,9,6,8958,8/9/2014
2014,8,10,7,7832,8/10/2014
2014,8,11,1,12589,8/11/2014
2014,8,12,2,13413,8/12/2014
2014,8,13,3,12817,8/13/2014
2014,8,14,4,13031,8/14/2014
2014,8,15,5,13048,8/15/2014
2014,8,16,6,8885,8/16/2014
2014,8,17,7,7783,8/17/2014
2014,8,18,1,12582,8/18/2014
2014,8,19,2,13198,8/19/2014
2014,8,20,3,13167,8/20/2014
2014,8,21,4,13153,8/21/2014
2014,8,22,5,12891,8/22/2014
2014,8,23,6,8912,8/23/2014
2014,8,24,7,7630,8/24/2014
2014,8,25,1,12346,8/25/2014
2014,8,26,2,13278,8/26/2014
2014,8,27,3,13113,8/27/2014
2014,8,28,4,13418,8/28/2014
2014,8,29,5,13099,8/29/2014
2014,8,30,6,8899,8/30/2014
2014,8,31,7,7884,8/31/2014
2014,9,1,1,8043,9/1/2014
2014,9,2,2,13071,9/2/2014
2014,9,3,3,13863,9/3/2014
2014,9,4,4,13556,9/4/2014
2014,9,5,5,13457,9/5/2014
2014,9,6,6,8806,9/6/2014
2014,9,7,7,7770,9/7/2014
2014,9,8,1,12743,9/8/2014
2014,9,9,2,13629,9/9/2014
2014,9,10,3,13230,9/10/2014
2014,9,11,4,12104,9/11/2014
2014,9,12,5,13415,9/12/2014
2014,9,13,6,8903,9/13/2014
2014,9,14,7,8109,9/14/2014
2014,9,15,1,13018,9/15/2014
2014,9,16,2,13661,9/16/2014
2014,9,17,3,13341,9/17/2014
2014,9,18,4,13451,9/18/2014
2014,9,19,5,13129,9/19/2014
2014,9,20,6,9202,9/20/2014
2014,9,21,7,8002,9/21/2014
2014,9,22,1,12713,9/22/2014
2014,9,23,2,13149,9/23/2014
2014,9,24,3,13033,9/24/2014
2014,9,25,4,12908,9/25/2014
2014,9,26,5,12478,9/26/2014
2014,9,27,6,8797,9/27/2014
2014,9,28,7,7639,9/28/2014
2014,9,29,1,12318,9/29/2014
2014,9,30,2,12959,9/30/2014
2014,10,1,3,13082,10/1/2014
2014,10,2,4,12841,10/2/2014
2014,10,3,5,12539,10/3/2014
2014,10,4,6,8425,10/4/2014
2014,10,5,7,7484,10/5/2014
2014,10,6,1,11893,10/6/2014
2014,10,7,2,12860,10/7/2014
2014,10,8,3,12363,10/8/2014
2014,10,9,4,12130,10/9/2014
2014,10,10,5,12155,10/10/2014
2014,10,11,6,8262,10/11/2014
2014,10,12,7,7283,10/12/2014
2014,10,13,1,11241,10/13/2014
2014,10,14,2,12658,10/14/2014
2014,10,15,3,12405,10/15/2014
2014,10,16,4,12506,10/16/2014
2014,10,17,5,12087,10/17/2014
2014,10,18,6,8305,10/18/2014
2014,10,19,7,7279,10/19/2014
2014,10,20,1,11744,10/20/2014
2014,10,21,2,12565,10/21/2014
2014,10,22,3,12282,10/22/2014
2014,10,23,4,12162,10/23/2014
2014,10,24,5,12119,10/24/2014
2014,10,25,6,8256,10/25/2014
2014,10,26,7,7576,10/26/2014
2014,10,27,1,12007,10/27/2014
2014,10,28,2,12831,10/28/2014
2014,10,29,3,12102,10/29/2014
2014,10,30,4,12192,10/30/2014
2014,10,31,5,10837,10/31/2014
2014,11,1,6,8367,11/1/2014
2014,11,2,7,7736,11/2/2014
2014,11,3,1,12309,11/3/2014
2014,11,4,2,12748,11/4/2014
2014,11,5,3,12461,11/5/2014
2014,11,6,4,12489,11/6/2014
2014,11,7,5,12422,11/7/2014
2014,11,8,6,8268,11/8/2014
2014,11,9,7,7479,11/9/2014
2014,11,10,1,11898,11/10/2014
2014,11,11,2,12794,11/11/2014
2014,11,12,3,12244,11/12/2014
2014,11,13,4,12103,11/13/2014
2014,11,14,5,12234,11/14/2014
2014,11,15,6,8305,11/15/2014
2014,11,16,7,7219,11/16/2014
2014,11,17,1,11784,11/17/2014
2014,11,18,2,12822,11/18/2014
2014,11,19,3,12100,11/19/2014
2014,11,20,4,12541,11/20/2014
2014,11,21,5,12638,11/21/2014
2014,11,22,6,8647,11/22/2014
2014,11,23,7,7497,11/23/2014
2014,11,24,1,12791,11/24/2014
2014,11,25,2,13349,11/25/2014
2014,11,26,3,11747,11/26/2014
2014,11,27,4,7351,11/27/2014
2014,11,28,5,9049,11/28/2014
2014,11,29,6,8035,11/29/2014
2014,11,30,7,7228,11/30/2014
2014,12,1,1,12584,12/1/2014
2014,12,2,2,13083,12/2/2014
2014,12,3,3,12427,12/3/2014
2014,12,4,4,12384,12/4/2014
2014,12,5,5,11964,12/5/2014
2014,12,6,6,8280,12/6/2014
2014,12,7,7,7196,12/7/2014
2014,12,8,1,11773,12/8/2014
2014,12,9,2,12419,12/9/2014
2014,12,10,3,12203,12/10/2014
2014,12,11,4,12042,12/11/2014
2014,12,12,5,12001,12/12/2014
2014,12,13,6,8596,12/13/2014
2014,12,14,7,7291,12/14/2014
2014,12,15,1,12013,12/15/2014
2014,12,16,2,12748,12/16/2014
2014,12,17,3,12684,12/17/2014
2014,12,18,4,12816,12/18/2014
2014,12,19,5,12714,12/19/2014
2014,12,20,6,8465,12/20/2014
2014,12,21,7,7382,12/21/2014
2014,12,22,1,12799,12/22/2014
2014,12,23,2,12604,12/23/2014
2014,12,24,3,9308,12/24/2014
2014,12,25,4,6749,12/25/2014
2014,12,26,5,10386,12/26/2014
2014,12,27,6,8656,12/27/2014
2014,12,28,7,7724,12/28/2014
2014,12,29,1,12811,12/29/2014
2014,12,30,2,13634,12/30/2014
2014,12,31,3,11990,12/31/2014
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
